pair,acronym,description,frequency
"('TG', 'triacilglicerol')",TG,triacilglicerol,1
"('INEN', 'instituto nacional de enfermedades neoplásicas')",INEN,instituto nacional de enfermedades neoplásicas,2
"('ReMeFA', 'registro mexicano de fibrilación auricular')",ReMeFA,registro mexicano de fibrilación auricular,1
"('VIH', 'virus de la inmunodeficiencia humana')",VIH,virus de la inmunodeficiencia humana,33
"('PDSQ', 'psychiatric diagnostic screening questionnaire')",PDSQ,psychiatric diagnostic screening questionnaire,1
"('RVM', 'retiro de la ventilación mecánica')",RVM,retiro de la ventilación mecánica,1
"('RM', 'razones de momios')",RM,razones de momios,4
"('Hp', 'helicobacter pylori')",Hp,helicobacter pylori,1
"('ESL', 'eslicarbacepina')",ESL,eslicarbacepina,1
"('EVA', 'escala visual analgésica')",EVA,escala visual analgésica,1
"('MXT', 'mitoxantrone')",MXT,mitoxantrone,1
"('CU', 'colitis ulcerativa')",CU,colitis ulcerativa,1
"('CH', 'colágeno hidrolizado')",CH,colágeno hidrolizado,1
"('UPV', 'usuarios profesionales de la voz')",UPV,usuarios profesionales de la voz,1
"('FAT', 'fosfatasa alcalina total')",FAT,fosfatasa alcalina total,1
"('PRES', 'posterior reversible')",PRES,posterior reversible,1
"('FDF', 'fractura de diáfisis femoral')",FDF,fractura de diáfisis femoral,1
"('IMCEST', 'infarto del miocardio con elevación del segmento st')",IMCEST,infarto del miocardio con elevación del segmento st,1
"('RNM', 'resultados negativos asociados con la medicación')",RNM,resultados negativos asociados con la medicación,1
"('AQ20', 'airway questionnaire 20')",AQ20,airway questionnaire 20,1
"('SOCHIPE', 'sociedad chilena de pediatría')",SOCHIPE,sociedad chilena de pediatría,2
"('RNTI', 'registro nacional de tumores infantiles')",RNTI,registro nacional de tumores infantiles,2
"('VHA', 'virus de la hepatitis a')",VHA,virus de la hepatitis a,1
"('PS', 'productos sanitarios')",PS,productos sanitarios,1
"('CVF', 'capacidad vital forzada')",CVF,capacidad vital forzada,2
"('CCRm', 'cáncer colorrectal metastásico')",CCRm,cáncer colorrectal metastásico,1
"('PG', 'porcentaje de grasa corporal')",PG,porcentaje de grasa corporal,1
"('ECE', 'establecimientos de consumo escolar')",ECE,establecimientos de consumo escolar,2
"('UPDRS', 'unificada para la evaluación de la enfermedad de parkinson')",UPDRS,unificada para la evaluación de la enfermedad de parkinson,1
"('SSPA', 'sistema sanitario público de andalucía')",SSPA,sistema sanitario público de andalucía,1
"('TAO', 'tratamiento anticoagulante oral')",TAO,tratamiento anticoagulante oral,2
"('SAHS', 'síndrome de apneas-hipoapneas del sueño, en lo adelante')",SAHS,"síndrome de apneas-hipoapneas del sueño, en lo adelante",1
"('parte I', 'parkinson avanzada. características clínicas y tratamiento')",parte I,parkinson avanzada. características clínicas y tratamiento,1
"('OR', 'odds ratios')",OR,odds ratios,1
"('UMRF', 'unidades moviles de rehabilitacion-fisioterapia')",UMRF,unidades moviles de rehabilitacion-fisioterapia,1
"('CTOG', 'curva de tolerancia a la glucosa')",CTOG,curva de tolerancia a la glucosa,1
"('GEHBTA', 'grupo de estudio de hemoglobinopatías y talasemias')",GEHBTA,grupo de estudio de hemoglobinopatías y talasemias,1
"('AVG', 'año de vida ganado')",AVG,año de vida ganado,1
"('UPE', 'unidad de porro estándar')",UPE,unidad de porro estándar,1
"('STID', 'sospechosos de padecer trastornos inaparentes del desarrollo')",STID,sospechosos de padecer trastornos inaparentes del desarrollo,2
"('UTIP', 'unidad de cuidados intensivos pediátricos')",UTIP,unidad de cuidados intensivos pediátricos,1
"('ACP', 'análisis de componentes principales')",ACP,análisis de componentes principales,2
"('RAM', 'reacciones adversas a medicamentos')",RAM,reacciones adversas a medicamentos,2
"('IB', 'intervención breve')",IB,intervención breve,2
"('RE', 'receptor de estrógenos')",RE,receptor de estrógenos,1
"('CF', 'cadena de frío')",CF,cadena de frío,1
"('VIH 2', 'virus de la inmunodeficiencia humana tipo 2')",VIH 2,virus de la inmunodeficiencia humana tipo 2,1
"('MG', 'miastenia gravis')",MG,miastenia gravis,1
"('Decapoda', 'distribución espacial de ocypode quadrata')",Decapoda,distribución espacial de ocypode quadrata,1
"('SIB', 'severe impairment battery')",SIB,severe impairment battery,1
"('HB', 'harris-benedict')",HB,harris-benedict,1
"('ECV', 'enfermedades cardiovasculares')",ECV,enfermedades cardiovasculares,3
"('UPI', 'uso problemático de internet')",UPI,uso problemático de internet,1
"('ETAP', 'escala de tabaquismo para atención primaria')",ETAP,escala de tabaquismo para atención primaria,1
"('AF', 'anemia ferropénica')",AF,anemia ferropénica,1
"('SEIP', 'sociedad española de infectología pediátrica')",SEIP,sociedad española de infectología pediátrica,1
"('TCI-R', 'temperamento y carácter de cloninger')",TCI-R,temperamento y carácter de cloninger,2
"('AS', 'admisión secundaria')",AS,admisión secundaria,1
"('CUCI', 'colitis ulcerativa crónica inespecífica')",CUCI,colitis ulcerativa crónica inespecífica,2
"('TAR', 'trombocitopenia con aplasia de radio')",TAR,trombocitopenia con aplasia de radio,1
"('NPD', 'nutrición parenteral en domicilio')",NPD,nutrición parenteral en domicilio,1
"('RIUPS', 'red iberoamericana de universidades promotoras de la salud')",RIUPS,red iberoamericana de universidades promotoras de la salud,2
"('SARM', 's. aureus resistente a la meticilina')",SARM,s. aureus resistente a la meticilina,1
"('NNH', 'número necesario para hacer daño')",NNH,número necesario para hacer daño,1
"('DER', 'desequilibrio esfuerzo-recompensa')",DER,desequilibrio esfuerzo-recompensa,2
"('BDI', 'beck depression inventory')",BDI,beck depression inventory,1
"('APSO', 'autopercepción de la salud oral')",APSO,autopercepción de la salud oral,1
"('PAAF', 'punción aspirativa con aguja fina')",PAAF,punción aspirativa con aguja fina,1
"('ESPII', 'emergencia de salud pública de importancia internacional')",ESPII,emergencia de salud pública de importancia internacional,1
"('CI', 'consentimiento informado')",CI,consentimiento informado,1
"('NAC', 'neuropatía autonómica cardíaca')",NAC,neuropatía autonómica cardíaca,1
"('PRP-T', 'poliribofosfato capsular de hib conjugada al toxoide tetánico')",PRP-T,poliribofosfato capsular de hib conjugada al toxoide tetánico,1
"('HIT-6', 'headache impact test-6')",HIT-6,headache impact test-6,1
"('DMNID', 'diabetes mellitus no insulino dependiente')",DMNID,diabetes mellitus no insulino dependiente,1
"('EL', 'esplenectomía laparoscópica')",EL,esplenectomía laparoscópica,1
"('IAH', 'indice apnea/hipopnea')",IAH,indice apnea/hipopnea,1
"('TCI-R', 'temperamento y el carácter-revisado')",TCI-R,temperamento y el carácter-revisado,1
"('FRC', 'factores de riesgo cardiometabólico')",FRC,factores de riesgo cardiometabólico,1
"('IDR', 'ingesta diaria recomendada')",IDR,ingesta diaria recomendada,1
"('GESIDA', 'grupo de estudio del sida')",GESIDA,grupo de estudio del sida,2
"('CPRE', 'colangiopancreatografía retrógrada endoscópica')",CPRE,colangiopancreatografía retrógrada endoscópica,2
"('SEMTSI', 'sociedad española de medicina tropical y salud internacional')",SEMTSI,sociedad española de medicina tropical y salud internacional,1
"('SLP', 'supervivencia libre de progresión')",SLP,supervivencia libre de progresión,1
"('ENI', 'enfermedad neumocócica invasiva')",ENI,enfermedad neumocócica invasiva,2
"('Hib', 'h influenzae tipo b')",Hib,h influenzae tipo b,1
"('IR', 'insuficiencia respiratoria')",IR,insuficiencia respiratoria,1
"('DON', 'deoxinivalenol')",DON,deoxinivalenol,1
"('TCC', 'terapia cognitivo conductual')",TCC,terapia cognitivo conductual,1
"('SAT', 'síndrome del aceite tóxico')",SAT,síndrome del aceite tóxico,1
"('TT', 'testicular')",TT,testicular,1
"('CMTES', 'ciclo medio de técnico emergencias sanitarias')",CMTES,ciclo medio de técnico emergencias sanitarias,1
"('HLP', 'hospital la pedrera')",HLP,hospital la pedrera,1
"('ERGE', 'enfermedad por reflujo gastroesofágico')",ERGE,enfermedad por reflujo gastroesofágico,2
"('España', 'emplazamiento del mismo fue la atención primaria de cataluña')",España,emplazamiento del mismo fue la atención primaria de cataluña,1
"('PPI', 'prescripciones potencialmente inadecuadas')",PPI,prescripciones potencialmente inadecuadas,1
"('QP', 'queratoplastía penetrante')",QP,queratoplastía penetrante,1
"('FCT', 'figura compleja de taylor')",FCT,figura compleja de taylor,1
"('BIA', 'bioimpedancia')",BIA,bioimpedancia,2
"('MAE', 'malnutrición asociada a la enfermedad')",MAE,malnutrición asociada a la enfermedad,1
"('ENAHO', 'encuesta nacional de hogares sobre condiciones de vida y pobreza')",ENAHO,encuesta nacional de hogares sobre condiciones de vida y pobreza,1
"('SA', 'sitios abásicos')",SA,sitios abásicos,1
"('CF', 'compuestos fenólicos')",CF,compuestos fenólicos,1
"('IVPH', 'infección por virus de papiloma humano')",IVPH,infección por virus de papiloma humano,1
"('DDc', 'dímero-d corregido por edad')",DDc,dímero-d corregido por edad,1
"('SAdE', 'sociedad andaluza de epilepsia')",SAdE,sociedad andaluza de epilepsia,1
"('SCB', 'sindrome de charles bonnet')",SCB,sindrome de charles bonnet,1
"('TG', 'triglicéridos')",TG,triglicéridos,7
"('RCP', 'reanimación cardiopulmonar')",RCP,reanimación cardiopulmonar,1
"('PET-TC', 'positrones-tomografía computarizada')",PET-TC,positrones-tomografía computarizada,1
"('y II', 'y control de la infección nosocomial')",y II,y control de la infección nosocomial,1
"('IC95%', 'intervalos de confianza al 95%')",IC95%,intervalos de confianza al 95%,3
"('SAEI', 'sociedad andaluza de enfermedades infecciosas')",SAEI,sociedad andaluza de enfermedades infecciosas,1
"('APC', 'anticuerpos monoclonales para cd38 (pecyc5), cd138')",APC,"anticuerpos monoclonales para cd38 (pecyc5), cd138",1
"('RPA', 'registro de pesada de alimentos')",RPA,registro de pesada de alimentos,1
"('AA', 'avanzados')",AA,avanzados,1
"('CMSL', 'cuestionario de mejora de la satisfacción laboral')",CMSL,cuestionario de mejora de la satisfacción laboral,1
"('CONUT', 'control nutricional')",CONUT,control nutricional,1
"('AP', 'atención primaria')",AP,atención primaria,9
"('AMMOM', 'asociación mexicana de metabolismo oseo y mineral')",AMMOM,asociación mexicana de metabolismo oseo y mineral,2
"('GEM', 'grup d’emergències mèdiques')",GEM,grup d’emergències mèdiques,1
"('MIR', 'médicos internos y residentes')",MIR,médicos internos y residentes,1
"('LEOC', 'litotricia extracorpórea por ondas de choque')",LEOC,litotricia extracorpórea por ondas de choque,2
"('CERCA', 'cuestionario de expectativas de resultado de consumo de alcohol')",CERCA,cuestionario de expectativas de resultado de consumo de alcohol,1
"('GIMC', 'grosor de la íntima media carotídea')",GIMC,grosor de la íntima media carotídea,1
"('ALTE', 'a la vida del lactante')",ALTE,a la vida del lactante,1
"('beta 2M', 'beta 2-microglobulina')",beta 2M,beta 2-microglobulina,1
"('FAE', 'farmacos antiepilepticos')",FAE,farmacos antiepilepticos,2
"('I.A.A.S.', 'infección asociada a asistencia sanitaria')",I.A.A.S.,infección asociada a asistencia sanitaria,1
"('LV', 'litiasis vesicular persistente')",LV,litiasis vesicular persistente,1
"('AEEF', 'autoeficacia para el ejercicio físico')",AEEF,autoeficacia para el ejercicio físico,1
"('ERC', 'enfermedad renal crónica')",ERC,enfermedad renal crónica,19
"('CCR', 'cáncer aolorrectal invasivo')",CCR,cáncer aolorrectal invasivo,1
"('MUST', 'malnutrition universal screening tool')",MUST,malnutrition universal screening tool,3
"('EGI', 'epilepsias generalizadas idiopaticas')",EGI,epilepsias generalizadas idiopaticas,1
"('THC', 'tratamiento hormonal cruzado')",THC,tratamiento hormonal cruzado,1
"('GETIM', 'grupo de estudio y tratamiento de las insuficiencias medulares')",GETIM,grupo de estudio y tratamiento de las insuficiencias medulares,1
"('NST', 'nucleo subtalamico')",NST,nucleo subtalamico,1
"('UMAE', 'unidad médica de alta especialidad')",UMAE,unidad médica de alta especialidad,1
"('MPS-II', 'mucopolisacaridosisde tipo ii')",MPS-II,mucopolisacaridosisde tipo ii,1
"('TR', 'trasplante renal')",TR,trasplante renal,1
"('CPN', 'cociente de probabilidad negativo')",CPN,cociente de probabilidad negativo,1
"('ENDORSE II', 'en méxico de un estudio transversal multicéntrico')",ENDORSE II,en méxico de un estudio transversal multicéntrico,1
"('PIB', 'producto interno bruto')",PIB,producto interno bruto,1
"('EPOC', 'enfermedad pulmonar obstructiva crónica')",EPOC,enfermedad pulmonar obstructiva crónica,21
"('LPV', 'leucocidina de panton-valentine')",LPV,leucocidina de panton-valentine,1
"('A.C.A.D.', 'asociación castellana de aparato digestivo')",A.C.A.D.,asociación castellana de aparato digestivo,1
"('SFH', 'servicios de farmacia hospitalaria')",SFH,servicios de farmacia hospitalaria,1
"('AT', 'artritis temprana')",AT,artritis temprana,1
"('EMEA', 'europea del medicamento')",EMEA,europea del medicamento,1
"('NN', 'neumonía nosocomial')",NN,neumonía nosocomial,1
"('MNA', 'mini nutritional assessment')",MNA,mini nutritional assessment,4
"('EMAD', 'encefalomielitis aguda diseminada')",EMAD,encefalomielitis aguda diseminada,1
"('APRI', 'adolescent peer relations instrument')",APRI,adolescent peer relations instrument,1
"('TRS', 'terapia renal sustitutiva')",TRS,terapia renal sustitutiva,1
"('DPA', 'diálisis peritoneal automatizada')",DPA,diálisis peritoneal automatizada,1
"('VGS', 'valoración global subjetiva')",VGS,valoración global subjetiva,2
"('UNC', 'unidad de cuidados intensivos neurocriticos')",UNC,unidad de cuidados intensivos neurocriticos,1
"('CEAPE', 'centro de educação e alimentação do pré-escolar')",CEAPE,centro de educação e alimentação do pré-escolar,2
"('EP', 'enfermedad de parkinson')",EP,enfermedad de parkinson,16
"('PDQ', 'personality disorder questionnaire')",PDQ,personality disorder questionnaire,1
"('AD8', ""alzheimer's disease 8"")",AD8,alzheimer's disease 8,1
"('HF', 'hipercolesterolemia familiar')",HF,hipercolesterolemia familiar,2
"('media', 'medida')",media,medida,1
"('CapPsi', 'capital psicológico')",CapPsi,capital psicológico,1
"('CDM', 'congelacion de la marcha')",CDM,congelacion de la marcha,1
"('RAC', 'rgicas cruzadas')",RAC,rgicas cruzadas,1
"('CEC', 'circulación extracorpórea')",CEC,circulación extracorpórea,2
"('DT2', 'diabetes mellitus tipo 2')",DT2,diabetes mellitus tipo 2,1
"('GEHPY', 'grupo de estudio del helicobacter pylori')",GEHPY,grupo de estudio del helicobacter pylori,1
"('VIH-2', 'virus de la inmunodeficiencia humana tipo 2')",VIH-2,virus de la inmunodeficiencia humana tipo 2,2
"('FONASA', 'fondo nacional de salud')",FONASA,fondo nacional de salud,1
"('tipo I', 'tratamiento de pacientes diabéticos dependientes de la insulina')",tipo I,tratamiento de pacientes diabéticos dependientes de la insulina,1
"('PFA', 'pinzamiento femoroacetabular')",PFA,pinzamiento femoroacetabular,1
"('IRC', 'insuficiencia renal crónica')",IRC,insuficiencia renal crónica,1
"('C-LDL', 'colesterol-ldl')",C-LDL,colesterol-ldl,1
"('COPD-PS', 'chronic obstructive pulmonary disease-population screener')",COPD-PS,chronic obstructive pulmonary disease-population screener,2
"('VCI', 'vena cava inferior')",VCI,vena cava inferior,1
"('EMRR', 'esclerosis multiple remitente recurrente')",EMRR,esclerosis multiple remitente recurrente,3
"('SLE', 'sobrevida libre de enfermedad')",SLE,sobrevida libre de enfermedad,1
"('CC', 'consultas monograficas de cefalea')",CC,consultas monograficas de cefalea,1
"('CP', 'circunferencia de pantorrilla')",CP,circunferencia de pantorrilla,1
"('PIO', 'presión intraocular')",PIO,presión intraocular,3
"('GEDSRT-VHC', 'grupo español de estudio de donantes de sangre en riesgo de transmisión del vhc')",GEDSRT-VHC,grupo español de estudio de donantes de sangre en riesgo de transmisión del vhc,3
"('ASR', 'acné\xa0severo y recurrente')",ASR,acné severo y recurrente,1
"('cisplatino', 'cis-diamino dicloroplatino')",cisplatino,cis-diamino dicloroplatino,1
"('PS', 'personal sanitario')",PS,personal sanitario,3
"('AVPMP', 'años de vida perdidos por muerte prematura')",AVPMP,años de vida perdidos por muerte prematura,1
"('TUA', 'trastornos por uso de alcohol')",TUA,trastornos por uso de alcohol,1
"('IP', 'indicadores predictivos')",IP,indicadores predictivos,1
"('TQE', 'tiempos quirúrgicos estándar')",TQE,tiempos quirúrgicos estándar,1
"('EPIC', 'europeo sobre dieta, cáncer y salud')",EPIC,"europeo sobre dieta, cáncer y salud",1
"('CFNR', 'capa de fibras nerviosas retiniana')",CFNR,capa de fibras nerviosas retiniana,1
